#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
1907,эндокринолог симферополь,0%,нет,8%,-1,
1908,10 поликлиника калининского района,0%,нет,7%,-1,
1909,сургут югра медицинский центр,100%,нет,59%,0,
1910,тюмень косметология,90%,нет,68%,1,
1911,аллегрис медицинский центр ульяновск,60%,нет,42%,0,
1912,гастроэнтеролог вологда,90%,нет,63%,0,
1913,ярославль эндокринолог,100%,нет,70%,1,
1914,югорская городская больница,30%,да,23%,-1,
1915,детский невролог брянск,100%,нет,73%,1,
1916,квартус проблемы обслуживания,0%,нет,14%,-1,
1917,тимур хайдаров отзывы,0%,нет,1%,-1,
1918,нефтеюганск стоматология,100%,нет,69%,1,
1919,оренбург уролог,100%,нет,78%,1,
1920,детский невролог пермь,100%,нет,65%,0,
1921,ростов на дону роддом 5,70%,нет,22%,-1,
1922,красный крест владимир,60%,нет,0%,-1,
1923,лор детский волгоград,90%,нет,71%,1,
1924,стоматология азов,80%,да,71%,1,
1925,стоматология искитим,80%,нет,68%,1,
1926,флеболог отзывы,100%,да,56%,0,
1927,жемчуг муром стоматология,80%,нет,42%,0,
1928,трихолог нижний новгород,100%,нет,78%,1,
1929,ставрополь онкологический центр,50%,нет,30%,-1,
1930,мрт сыктывкар,100%,нет,64%,0,
1931,тюмень ревматолог,100%,нет,73%,1,
1932,брянск красноармейская улица 100 мой доктор,90%,нет,64%,0,
1933,ревматолог иркутск,80%,нет,65%,0,
1934,стоматология ковров,80%,да,64%,0,
1935,косметолог отзывы,80%,да,28%,-1,
1936,стоматология детская в новосибирске,40%,нет,68%,1,
1937,ортопед детский пенза,100%,нет,66%,1,
1938,самара клиника постникова,60%,нет,52%,0,
1939,кардиолог воронеж,90%,нет,57%,0,
1940,мрт в брянске,100%,нет,75%,1,
1941,екатеринбург ортопед,90%,нет,59%,0,
1942,клиника идеал на серпуховской,60%,да,38%,0,
1943,голливуд смайл,0%,нет,26%,-1,
1944,набережные челны стоматология детская,0%,нет,52%,0,
1945,мрт в новосибирске адреса и цены,30%,нет,55%,0,
1946,ортопед пенза,100%,нет,57%,0,
1947,кардиолог ростов на дону,100%,нет,63%,0,
1948,ортопед ростов на дону,100%,нет,88%,1,
1949,саратов поликлиника 10,67%,нет,42%,0,
1950,саратов психиатр,100%,нет,82%,1,
1951,гастроэнтеролог воронеж детский,100%,нет,90%,1,
1952,нк клиник воронеж,100%,нет,49%,0,
1953,ярославль детский невролог,90%,нет,71%,1,
1954,женская консультация на пушкина,30%,да,15%,-1,
1955,ваш врач рязань,80%,нет,47%,0,
1956,эндокринолог тула,100%,нет,75%,1,
1957,психиатр тюмень,90%,нет,58%,0,
1958,поликлиника волгодонск 1,88%,нет,42%,0,
1959,череповец забота и здоровье первомайская,70%,нет,57%,0,
1960,стоматология президент отрадное,90%,нет,42%,0,
1961,узи брюшной полости в нижнем новгороде цены,10%,нет,84%,1,
1962,детский невролог ростов на дону,100%,нет,77%,1,
1963,стоматолог ростов на дону,100%,нет,57%,0,
1964,сочи мрт,100%,нет,82%,1,
1965,ставрополь кардиоцентр,90%,нет,56%,0,
1966,ульяновск уролог,100%,нет,75%,1,
1967,психотерапевт вологда,90%,нет,81%,1,
1968,клиника глазная воронеж,80%,нет,50%,0,
1969,иваново психотерапевт,100%,нет,93%,1,
1970,ортопед отзывы,100%,да,56%,0,
1971,русяев в ю,0%,нет,14%,-1,
1972,3 поликлиника новомосковск,75%,нет,0%,-1,
1973,ортопед рязань,100%,нет,67%,1,
1974,4 роддом ставрополь,90%,нет,29%,-1,
1975,гинеколог таганрог,100%,нет,63%,0,
1976,дерматолог калининград,90%,нет,66%,1,
1977,кемерово детский невролог,90%,нет,50%,0,
1978,эндоскописты,100%,да,76%,1,
1979,детская поликлиника саратов 2,89%,нет,56%,0,
1980,спб гнатолог,90%,нет,93%,1,
1981,41 поликлиника калининского района,20%,да,16%,-1,
1982,тверь проктолог,100%,нет,73%,1,
1983,ульяновск психотерапевт,90%,нет,88%,1,
1984,маммолог волгоград,100%,нет,72%,1,
1985,заволжье медико,70%,нет,42%,0,
1986,белгород офтальмолог,90%,нет,81%,1,
1987,кингисеппская црб,50%,да,35%,0,
1988,астармедика кстово,100%,нет,68%,1,
1989,лор самара,100%,нет,65%,0,
1990,невролог владивосток,90%,нет,70%,1,
1991,нейрохирург воронеж,90%,нет,59%,0,
1992,лада эстет стоматология ижевск,70%,нет,42%,0,
1993,красноярск маммолог,100%,нет,66%,1,
1994,стоматология на пролетарской в оренбурге,70%,нет,57%,0,
1995,женская консультация оренбург,100%,нет,67%,1,
1996,стоматология детская в орле,0%,нет,36%,0,
1997,пятигорск гинеколог,100%,нет,73%,1,
1998,про докторов рязань официальный сайт,70%,нет,35%,0,
1999,флюорография саратов,100%,нет,81%,1,
2000,гастроэнтеролог сочи,100%,нет,77%,1,
2001,кудинова светлана,10%,да,0%,-1,
2002,поликлиника 12 иваново,90%,нет,0%,-1,
2003,детский гастроэнтеролог липецк,70%,нет,97%,1,
2004,эмбриологи,70%,да,43%,0,
2005,кузнечики поликлиника подольск,70%,нет,71%,1,
2006,терапевт ростов на дону,100%,нет,72%,1,
2007,севастополь узи,0%,нет,59%,0,
2008,железнодорожный семейный медицинский центр граничная,50%,нет,48%,0,
2009,балаково поликлиника 2,50%,нет,60%,0,
2010,женская консультация брянск,100%,нет,72%,1,
2011,маммолог челябинск,100%,нет,77%,1,
2012,женская консультация череповец,80%,нет,58%,0,
2013,здоровье кулебаки,90%,нет,68%,1,
2014,лор липецк детский,80%,нет,71%,1,
2015,44 детская поликлиника,100%,да,0%,-1,
2016,рнцх петровского,0%,нет,4%,-1,
2017,москва сексолог,100%,нет,67%,1,
2018,невролог мурманск,100%,нет,77%,1,
