#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
3747,джип мазда,20%,да,64%,0,
3748,цена ламборджини авентадор,30%,да,63%,0,
3749,гелик мерседес цена,60%,да,73%,1,
3750,mercedes maybach gls 600,0%,нет,49%,0,
3751,купить новые машины,70%,да,100%,1,
3752,сузуки вагон,20%,да,33%,-1,
3753,14ка машина,10%,да,24%,-1,
3754,phaeton,10%,да,21%,-1,
3755,авто ру авто с пробегом волгоградская область,0%,нет,97%,1,
3756,бмв 5 серии 2023,0%,нет,30%,-1,
3757,е1 авто купить в екатеринбурге,90%,нет,63%,0,
3758,auto ru красноярск,50%,нет,38%,0,
3759,какое должно быть давление масла в двигателе,0%,нет,0%,-1,
3760,кадиллак 2022 эскалейд,20%,да,55%,0,
3761,lamborghini купить,70%,да,100%,1,
3762,ламборгини хуракан сколько стоит,0%,нет,93%,1,
3763,рено кангу 2,20%,да,21%,-1,
3764,тойота церес,20%,да,20%,-1,
3765,тойота супра а90,10%,да,30%,-1,
3766,мерседес 124 фото,0%,нет,15%,-1,
3767,lancer 9 evo,10%,да,20%,-1,
3768,автору ру авто с пробегом,0%,нет,46%,0,
3769,ленд крузер тойота цена,86%,да,90%,1,
3770,цена электромобиль,70%,да,100%,1,
3771,e53 bmw,30%,да,22%,-1,
3772,с 300 крайслер,20%,да,34%,-1,
3773,генезис g70 цена,0%,нет,97%,1,
3774,galloper hyundai,30%,да,40%,0,
3775,хендай солярис 2018,40%,да,40%,0,
3776,гибрид лексус,0%,нет,23%,-1,
3777,а180 мерседес,10%,да,47%,0,
3778,suzuki baleno 2023,30%,да,44%,0,
3779,ваз 2114 цена,60%,да,80%,1,
3780,v8 ауди,0%,нет,20%,-1,
3781,honda cr v 2023,10%,да,27%,-1,
3782,договор купли продажи автомобиля типовой,0%,нет,12%,-1,
3783,eps на панели автомобиля,0%,нет,0%,-1,
3784,устройство машины,0%,нет,0%,-1,
3785,et вылет,0%,нет,8%,-1,
3786,версо тойота купить,80%,да,100%,1,
3787,audi q8 2023,40%,да,46%,0,
3788,крайслер 300м,10%,да,22%,-1,
3789,дс4 ситроен,10%,да,21%,-1,
3790,e mercedes,70%,да,55%,0,
3791,купить w140 мерседес,60%,да,73%,1,
3792,тиида ниссан 2008,20%,да,49%,0,
3793,дустер,0%,нет,41%,0,
3794,сколько стоит tesla,0%,нет,88%,1,
3795,100 chaser,0%,нет,41%,0,
3796,цена тойота хайлюкс,80%,да,93%,1,
3797,прадо новый 2023,0%,нет,23%,-1,
3798,газель купить бу в москве,20%,нет,99%,1,
3799,suzuki v strom 650,10%,да,37%,0,
3800,bighorn isuzu,10%,да,41%,0,
3801,toyota raum,20%,да,29%,-1,
3802,порше 918 спайдер,0%,нет,19%,-1,
3803,седан форд фокус,50%,да,51%,0,
3804,вокси,0%,нет,47%,0,
3805,mitsubishi canter fuso,50%,да,59%,0,
3806,семейные машины,20%,да,18%,-1,
3807,f10 bmw 5,30%,да,26%,-1,
3808,танто дайхатсу,20%,да,35%,0,
3809,джили джип,70%,да,84%,1,
3810,hyundai staria купить,60%,да,99%,1,
3811,купить мерседес с класс,80%,да,98%,1,
3812,glc mercedes benz,70%,да,61%,0,
3813,купить бу мицубиси аутлендер,80%,да,100%,1,
3814,lite ace toyota,10%,да,17%,-1,
3815,ауди кабриолет,20%,да,30%,-1,
3816,купить киа рио в москве,30%,нет,96%,1,
3817,мл 320 мерседес,30%,да,29%,-1,
3818,2109 купить,80%,да,89%,1,
3819,volkswagen touareg 2023,10%,да,36%,0,
3820,boulevard suzuki,30%,да,55%,0,
3821,исузу вехи кросс,10%,да,25%,-1,
3822,jac js4 цена,60%,да,100%,1,
3823,машины марки все,0%,нет,33%,-1,
3824,купить авто в мелитополе бу,0%,нет,58%,0,
3825,хонда аккорд 2007,30%,да,42%,0,
3826,хендай солярис 2011,30%,да,51%,0,
3827,джак т6 пикап купить,70%,да,94%,1,
3828,джетта вс 5,60%,да,58%,0,
3829,kia cerato 2,10%,да,24%,-1,
3830,купить бу киа оптима,90%,да,99%,1,
3831,американский джип,0%,нет,37%,0,
3832,vw transporter,40%,да,56%,0,
3833,хонда аккорд бу купить,50%,да,86%,1,
3834,машину купить в тольятти,100%,нет,99%,1,
3835,авто тверь,100%,нет,99%,1,
3836,фото ламбы,0%,нет,30%,-1,
3837,модели мазда,0%,нет,60%,0,
3838,купить машину в днр бу,0%,нет,72%,1,
3839,ленд лиз это что такое простыми словами,10%,да,10%,-1,
3840,авто ауди,70%,да,63%,0,
3841,525 bmw,30%,да,29%,-1,
3842,california volkswagen,0%,нет,58%,0,
3843,polo wv,50%,да,60%,0,
3844,фольксваген т6,20%,да,39%,0,
3845,автору брянск,67%,нет,94%,1,
3846,bmw 530e,10%,да,24%,-1,
3847,мерседес гоночный,0%,нет,15%,-1,
3848,что такое круиз контроль в автомобиле,0%,нет,0%,-1,
3849,шкода epc на приборной панели,0%,нет,0%,-1,
3850,зазор свечей зажигания,0%,нет,0%,-1,
3851,почему потеют окна в машине изнутри,0%,нет,0%,-1,
3852,m3 e46,0%,нет,23%,-1,
3853,audi rs6 avant,0%,нет,33%,-1,
3854,цлс 55,0%,нет,39%,0,
3855,н16 альмера,0%,нет,23%,-1,
3856,ниссан трейл,60%,да,53%,0,
3857,шкода фабия универсал,40%,да,47%,0,
3858,купить саньенг,90%,да,99%,1,
3859,mk5 supra,10%,да,15%,-1,
3860,golf gti mk7,0%,нет,31%,-1,
3861,б5 пассат универсал,0%,нет,47%,0,
3862,сиента тойота 2019,10%,да,31%,-1,
3863,марки машин фото,0%,нет,44%,0,
3864,клиренс лада веста,0%,нет,28%,-1,
3865,остановка на автобусной остановке,10%,да,11%,-1,
3866,устройство системы охлаждения двигателя,0%,нет,0%,-1,
3867,фольксваген пассат б3 универсал,20%,да,31%,-1,
3868,бмв 2023 года,0%,нет,53%,0,
3869,ксантия ситроен,10%,да,30%,-1,
3870,седан форд фокус 2,20%,да,33%,-1,
3871,хаммер сколько стоит,50%,да,82%,1,
3872,солярис хендай 2020,30%,да,58%,0,
3873,машина мията,10%,да,22%,-1,
3874,купить gls мерседес,70%,да,100%,1,
3875,liberty nissan,20%,да,31%,-1,
3876,кордоба сеат,20%,да,25%,-1,
3877,купить сузуки сх4 с пробегом,40%,да,100%,1,
3878,тойота спринтер труено,10%,да,20%,-1,
3879,орхия хонда,20%,да,46%,0,
3880,lancia delta,0%,нет,19%,-1,
3881,задний ход,0%,нет,1%,-1,
3882,ауди хэтчбек,0%,нет,63%,0,
3883,хонда визель,30%,да,32%,-1,
3884,киа серато 2023 цена,30%,да,97%,1,
3885,купить рендж ровер эвок,90%,да,98%,1,
3886,купить лифан солано,70%,да,83%,1,
3887,мазда bl 3,20%,да,23%,-1,
3888,gla 250 мерседес,60%,да,59%,0,
3889,меган рено хэтчбек,40%,да,48%,0,
3890,купе роллс ройс,0%,нет,44%,0,
3891,автосалоны в воронеже,100%,нет,75%,1,
3892,автомобиль танк 400,0%,нет,22%,-1,
3893,тойота хайлюкс сурф,20%,да,35%,0,
3894,puma ford,0%,нет,36%,0,
3895,автосалоны в краснодаре,90%,нет,75%,1,
3896,перекресток пдд это,0%,нет,0%,-1,
3897,скай машина,20%,да,34%,-1,
3898,пацифика,30%,да,32%,-1,
3899,хендай соната 2021,30%,да,61%,0,
3900,киа рио белая,40%,да,72%,1,
3901,рено эспейс 4,10%,да,31%,-1,
3902,120 кузов королла,20%,да,24%,-1,
3903,жигули тройка,20%,да,22%,-1,
3904,джульетта альфа ромео,0%,нет,17%,-1,
3905,бмв х7 фото,0%,нет,44%,0,
3906,mercedes benz gla,50%,да,45%,0,
3907,купить крузак,60%,да,87%,1,
3908,2 туарег,20%,да,31%,-1,
3909,ф 10 бмв,0%,нет,24%,-1,
3910,фх 37 инфинити,22%,да,39%,0,
3911,купить кия оптима,80%,да,100%,1,
3912,ламбо авентадор,0%,нет,30%,-1,
3913,е200 мерседес купить,60%,да,68%,1,
3914,мерседес купе 124,38%,да,29%,-1,
3915,шкода октавия 2020,30%,да,43%,0,
3916,тойота камри 2018,40%,да,60%,0,
3917,маз 6317,0%,нет,66%,1,
3918,авто ру новосибирск продажа,90%,нет,81%,1,
3919,l7 машина,30%,да,48%,0,
3920,mercedes benz amg sls,0%,нет,16%,-1,
3921,вояж минивэн,10%,да,41%,0,
3922,равон р4 купить,90%,да,74%,1,
3923,bmw f25 x3,30%,да,22%,-1,
3924,223 майбах,0%,нет,48%,0,
3925,купить митсубиси галант,40%,да,100%,1,
3926,evolution mitsubishi,20%,да,22%,-1,
3927,шкода рапид 2022,60%,да,78%,1,
3928,купить ирбис,30%,да,93%,1,
3929,купить хонда кросстур,60%,да,100%,1,
3930,хендай солярис размер шин,10%,да,32%,-1,
3931,вес 2114,0%,нет,44%,0,
3932,авто ру 24 канск,100%,нет,86%,1,
3933,заряд аккумулятора автомобиля норма,0%,нет,0%,-1,
3934,ситроен с4 бу купить,70%,да,100%,1,
3935,цена шкода карок,60%,да,100%,1,
3936,bmw e87,20%,да,22%,-1,
3937,бмв 850i,0%,нет,40%,0,
3938,ford focus st,20%,да,32%,-1,
3939,глс майбах,0%,нет,49%,0,
3940,купить авто в нижнем новгороде бу,10%,нет,98%,1,
3941,фото субару,0%,нет,38%,0,
3942,авто ру каталог автомобилей,10%,да,78%,1,
3943,скорость автомобиля,0%,нет,0%,-1,
3944,категория прав b1 что это,0%,нет,9%,-1,
3945,vw caravelle,30%,да,74%,1,
3946,рс 7 ауди цена,40%,да,79%,1,
3947,бентли купе,0%,нет,45%,0,
3948,ниссан ноте купить,40%,да,98%,1,
3949,ваз 21 21 4,40%,да,45%,0,
3950,нива 5 дверей,30%,да,59%,0,
3951,sedan polo,30%,да,35%,0,
3952,виды кузовов автомобилей,0%,нет,1%,-1,
3953,как правильно хранить резину на дисках,0%,нет,0%,-1,
3954,купить hyundai starex,60%,да,100%,1,
3955,рав 4 купить с пробегом,30%,да,99%,1,
3956,80 супра,10%,да,23%,-1,
3957,додж караван 2.4,0%,нет,15%,-1,
3958,lexus rx330,20%,да,30%,-1,
3959,мерседес s63 amg,0%,нет,33%,-1,
3960,пикапы в россии купить новый,50%,да,100%,1,
3961,эльгранд ниссан купить,40%,да,84%,1,
3962,опель антара купить,80%,да,99%,1,
3963,симбол,40%,да,32%,-1,
3964,тройка лада,20%,да,25%,-1,
3965,купить фольксваген пассат б3,60%,да,100%,1,
3966,v cr,0%,нет,53%,0,
3967,автомобиль купить в спб с пробегом,100%,нет,99%,1,
3968,таунус форд,10%,да,29%,-1,
3969,np300 nissan,30%,да,28%,-1,
3970,фольксваген т рок,10%,да,18%,-1,
3971,абсорбер что такое,0%,нет,0%,-1,
3972,38 бмв,10%,да,30%,-1,
3973,цена range rover,30%,да,61%,0,
3974,volvo cross country v60,40%,да,58%,0,
3975,крета хендай отзывы,0%,нет,7%,-1,
3976,кабан бмв,0%,нет,28%,-1,
3977,размеры лада гранта,10%,да,48%,0,
3978,лада ларгус грузоподъемность,0%,нет,48%,0,
3979,авторусь авто с пробегом подольск,40%,нет,53%,0,
3980,горит чек двигателя,0%,нет,0%,-1,
3981,напряжение аккумулятора автомобиля норма,0%,нет,0%,-1,
3982,стоянка запрещена знак как действует,0%,нет,0%,-1,
3983,мерс е63,0%,нет,38%,0,
3984,s type jaguar,0%,нет,32%,-1,
3985,калдина машина,40%,да,29%,-1,
3986,кия сид купить,80%,да,100%,1,
3987,интеркулер что такое,0%,нет,0%,-1,
3988,купить авто без посредников от хозяина до 300 тысяч рублей,70%,да,88%,1,
3989,cx 7 мазда,0%,нет,30%,-1,
3990,альфард купить,60%,да,93%,1,
3991,купить chr toyota,90%,да,100%,1,
3992,королла 110,10%,да,34%,-1,
3993,автомобили спортивные,20%,да,27%,-1,
3994,черная бмв м5,20%,да,53%,0,
3995,ланос 1.5 8 клапанов,20%,да,24%,-1,
3996,крайслер 300 с,30%,да,41%,0,
3997,w220 mercedes,10%,да,24%,-1,
3998,опель мерива 2008,30%,да,44%,0,
3999,саньенг актион спорт,50%,да,38%,0,
4000,кодиак шкода фото,0%,нет,22%,-1,
4001,авто ру авто с пробегом в,20%,да,96%,1,
4002,купить бу туарег,90%,да,100%,1,
4003,регулировщик пдд в картинках и с пояснениями,0%,нет,0%,-1,
4004,m4 f82,0%,нет,22%,-1,
4005,c mercedes,60%,да,55%,0,
4006,купить опель вектра б,50%,да,80%,1,
4007,легаси субару универсал,40%,да,30%,-1,
