#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
3631,москва корея,100%,нет,97%,1,
3632,главный город бангладеш 5 букв,0%,нет,0%,-1,
3633,центр спецпредложений турагентство официальный,30%,да,19%,-1,
3634,ржд туры из москвы,60%,нет,42%,0,
3635,отдых в болгарии,10%,да,40%,0,
3636,hainan,0%,нет,2%,-1,
3637,банк горящих туров прокопьевск официальный сайт,80%,нет,44%,0,
3638,1001 тур горящие путевки из москвы,60%,нет,44%,0,
3639,мосгортур официальный сайт москва,30%,нет,0%,-1,
3640,поездка в японию,0%,нет,18%,-1,
3641,туры в шарджу из москвы,10%,нет,91%,1,
3642,южные регионы турфирма,0%,нет,0%,-1,
3643,мираклион анапа цены официальный,70%,нет,47%,0,
3644,лемар отель,100%,да,50%,0,
3645,алупка отдых 2023 цены на берегу моря,10%,да,84%,1,
3646,путевка в сочи цена,100%,нет,72%,1,
3647,отдохнуть в подмосковье недорого,20%,да,79%,1,
3648,туры в кисловодск из москвы,30%,нет,85%,1,
3649,отели турции все включено 5 звезд,0%,нет,68%,1,
3650,ичмелер мармарис,0%,нет,25%,-1,
3651,галакси тур официальный сайт поиск тура,10%,да,16%,-1,
3652,туры в абхазию из москвы 2023 с перелетом,10%,нет,78%,1,
3653,абхазия отдых 2022 цены на берегу моря с питанием пицунда,10%,да,71%,1,
3654,сухуми абхазия отдых цены 2023,0%,нет,57%,0,
3655,кайо гильермо,10%,да,14%,-1,
3656,слетать ру египет,0%,нет,33%,-1,
3657,самые дешевые путевки за границу,80%,да,62%,0,
3658,курс анекс,20%,да,45%,0,
3659,мальта отдых,20%,да,10%,-1,
3660,отдых на море с детьми,10%,да,43%,0,
3661,хутор ярви карелия,60%,нет,29%,-1,
3662,отели краснодара рядом с парком галицкого,80%,нет,53%,0,
3663,отдых дагестан цены,100%,нет,73%,1,
3664,дагестан отдых туры,100%,нет,89%,1,
3665,владимир гостиница турист,100%,нет,58%,0,
3666,мк круизный дом,20%,да,8%,-1,
3667,тунис в октябре,0%,нет,18%,-1,
3668,топхотелс турция,0%,нет,33%,-1,
3669,турция кемер отель улусой,0%,нет,26%,-1,
3670,каппадокия турция цена,0%,нет,39%,0,
3671,турскидки официальный сайт,30%,да,22%,-1,
3672,хочу на юга абхазия,0%,нет,46%,0,
3673,багам,0%,нет,0%,-1,
3674,билеты на кубу из москвы,50%,нет,73%,1,
3675,шармель шейх,0%,нет,0%,-1,
3676,анапа мин воды,100%,нет,92%,1,
3677,анекс курс валют,20%,да,28%,-1,
3678,где найти горящие туры дешевые,80%,да,59%,0,
3679,кандолим,0%,нет,9%,-1,
3680,мексика это город или страна,0%,нет,0%,-1,
3681,боровое отдых казахстан,0%,нет,26%,-1,
3682,москва куала лумпур,100%,нет,73%,1,
3683,сколько стоит слетать на мальдивы,20%,да,55%,0,
3684,свети стефан,0%,нет,5%,-1,
3685,отели ультра все включено краснодарский край,60%,нет,50%,0,
3686,отдых в московской области,40%,нет,42%,0,
3687,стоимость путевки в тайланд,0%,нет,93%,1,
3688,второператор,0%,нет,47%,0,
3689,www ntk intourist ru,0%,нет,0%,-1,
3690,егкн,20%,да,54%,0,
3691,банк горячих путевок,60%,да,22%,-1,
3692,тез плюс,20%,да,25%,-1,
3693,fun sun туроператор поиск тура,30%,да,51%,0,
3694,горящие туры в индию,10%,да,100%,1,
3695,к какой стране относятся мальдивы,70%,да,0%,-1,
3696,отдых на иссык куль цены,0%,нет,86%,1,
3697,рэдиссон резорт рас аль хайма марджан исланд,0%,нет,13%,-1,
3698,купить тур в дубай из москвы с авиаперелетом,10%,нет,93%,1,
3699,курорты филиппин,0%,нет,2%,-1,
3700,лазаревское отель омега плюс,0%,нет,23%,-1,
3701,форрест террас отель,0%,нет,22%,-1,
3702,туры в дагестан из москвы с перелетом,90%,нет,65%,0,
3703,туры по россии в ноябре,30%,да,61%,0,
3704,резидент тюмень отель,100%,нет,57%,0,
3705,гостиница интурист ялта цены на 2023,0%,нет,99%,1,
3706,шри ланка анекс тур,70%,да,57%,0,
3707,купить тур в тайланд 2023,10%,да,97%,1,
3708,ко самет таиланд,0%,нет,6%,-1,
3709,алеан турфирма,10%,да,15%,-1,
3710,поездка в турцию 2023 цена,0%,нет,73%,1,
3711,цены в турции сейчас,0%,нет,68%,1,
3712,алания махмутлар,60%,нет,0%,-1,
3713,отдых в венесуэле 2023 цены для россиян,20%,да,68%,1,
3714,подборка туров по всем туроператорам,20%,да,45%,0,
3715,варадеро куба цена путевки,80%,да,96%,1,
3716,библио глобус египет,40%,да,41%,0,
3717,фиджи туры,70%,да,90%,1,
3718,греция москва,100%,нет,97%,1,
3719,анекс тур отзывы 2023,20%,да,3%,-1,
3720,климат дубай,0%,нет,0%,-1,
3721,какое море в шардже,0%,нет,2%,-1,
3722,иордания сейчас,0%,нет,0%,-1,
3723,сколько стоит билет на мальдивы в рублях,20%,да,97%,1,
3724,туры марокко 2023,80%,да,68%,1,
3725,отдых с семьей,30%,да,24%,-1,
3726,бенамар,0%,нет,14%,-1,
3727,автобусные экскурсии из москвы на 2 3 дня,90%,нет,93%,1,
3728,туристический сертификат,20%,да,44%,0,
3729,шри ланка маравила,0%,нет,14%,-1,
3730,тайлант,0%,нет,8%,-1,
3731,поездка в тайланд,10%,да,68%,1,
3732,остров панган таиланд,90%,нет,29%,-1,
3733,ntk intourist официальный сайт,20%,да,0%,-1,
3734,sunmar туроператор сайт,10%,да,22%,-1,
3735,санмар туроператор для агентств,20%,да,29%,-1,
3736,1001 тур турция,60%,да,55%,0,
3737,порт нейчер турция белек цена,0%,нет,28%,-1,
3738,юнитурс туроператор официальный сайт,30%,да,32%,-1,
3739,поездка в абхазию,0%,нет,34%,-1,
3740,раннее бронирование туров,50%,да,72%,1,
3741,групповые туры в китай,20%,да,90%,1,
3742,купить горящий тур в египет,10%,да,93%,1,
3743,сколько стоит поездка в египет,0%,нет,70%,1,
3744,отдых в шарм эль шейхе,0%,нет,67%,1,
3745,tour go,0%,нет,7%,-1,
3746,банк горящих туров новоуральск,90%,нет,43%,0,
3747,что посмотреть в фуджейре,0%,нет,0%,-1,
3748,турция где,0%,нет,0%,-1,
3749,монтекатини терме,0%,нет,0%,-1,
3750,монтего бей,0%,нет,27%,-1,
3751,остров сир бани яс,100%,нет,36%,0,
3752,оман отдых на море,50%,да,34%,-1,
3753,отель ист гейт балашиха,90%,нет,36%,0,
3754,отель дагомыс цены 2023,10%,да,92%,1,
3755,кисловодск отель комфорт,90%,нет,67%,1,
3756,евроотель 3 махачкала,90%,нет,51%,0,
3757,горящие туры в сочи 2023,100%,нет,100%,1,
3758,путевка в сочи сколько стоит,100%,нет,97%,1,
3759,сколько путевка стоит в сочи,100%,нет,99%,1,
3760,отдых севастополь,0%,нет,62%,0,
3761,где можно отдохнуть недорого в россии,10%,да,27%,-1,
3762,путевка в питер на 5 дней цена,90%,нет,93%,1,
3763,сертификат на путешествие в подарок,10%,да,35%,0,
3764,москва испания,90%,нет,71%,1,
3765,лучшие турагентства,30%,да,14%,-1,
3766,travelata туры в турцию,20%,да,83%,1,
3767,mysea alara hotel,0%,нет,9%,-1,
3768,айвалык,0%,нет,0%,-1,
3769,билеты в южную корею из москвы,100%,нет,97%,1,
3770,софт тур подбор,10%,да,23%,-1,
3771,magput,0%,нет,4%,-1,
3772,sea place 2,0%,нет,34%,-1,
