#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
1935,доставка иваново еды,100%,нет,70%,1,
1936,иваново доставка еды,100%,нет,70%,1,
1937,техникум большая дмитровка ресторан,80%,да,44%,0,
1938,зотман пицца купить,30%,да,67%,1,
1939,хац хаус в самаре,90%,нет,50%,0,
1940,гивико казань,90%,нет,37%,0,
1941,бургер кинг меню и цены на сегодня,0%,нет,84%,1,
1942,шари вари,0%,нет,15%,-1,
1943,вкусно и точка белгород,70%,нет,43%,0,
1944,где можно заказать продукты с доставкой на дом,50%,да,82%,1,
1945,чиа семена купить где,50%,да,76%,1,
1946,тверь причал,80%,нет,41%,0,
1947,рахат нефтекамск,100%,нет,53%,0,
1948,sushiwok,0%,нет,23%,-1,
1949,антисуши воронеж заказать,70%,нет,54%,0,
1950,tanuki,50%,да,29%,-1,
1951,zotman pizza купить,20%,да,75%,1,
1952,республика новосибирск меню,80%,нет,46%,0,
1953,пятерочка выпечка,0%,нет,24%,-1,
1954,вологда бургер кинг,80%,нет,52%,0,
1955,иркутск золотой карп,90%,нет,52%,0,
1956,пенза сити ролл,60%,нет,52%,0,
1957,коржов,10%,да,15%,-1,
1958,адлер доставка еды,0%,нет,73%,1,
1959,петрозаводск доставка еды,100%,нет,74%,1,
1960,ростов вкусно и точка,80%,нет,50%,0,
1961,уфа шашлыкофф,100%,нет,43%,0,
1962,итальянцы в тбилиси дзержинск,70%,нет,36%,0,
1963,пицца моцарелла,10%,да,16%,-1,
1964,молоко без лактозы,0%,нет,50%,0,
1965,тесто дрожжевое купить,20%,да,99%,1,
1966,кемерово пицца,80%,нет,74%,1,
1967,мидийное место москва ресторан,80%,нет,36%,0,
1968,нижний новгород шаурма,70%,нет,66%,1,
1969,нижний новгород кфс,70%,нет,45%,0,
1970,оренбург роллы заказать,80%,нет,74%,1,
1971,a4 pizza,50%,да,24%,-1,
1972,мама будет рада ресторан,50%,да,30%,-1,
1973,пицца самара,100%,нет,100%,1,
1974,вязьма чикен пицца,70%,нет,47%,0,
1975,купить физалис,40%,да,100%,1,
1976,роллы воронеж доставка,100%,нет,100%,1,
1977,халиф жуковский,70%,нет,30%,-1,
1978,фуджи роллы,50%,да,71%,1,
1979,доставка крошка картошка,60%,да,70%,1,
1980,питербургер,30%,да,32%,-1,
1981,доставка еды на дом в москве,10%,нет,61%,0,
1982,курск доставка еды,100%,нет,74%,1,
1983,пончики купить,90%,да,80%,1,
1984,рибамбель,0%,нет,11%,-1,
1985,гурманика меню,60%,да,49%,0,
1986,калуга кфс,70%,нет,36%,0,
1987,едак,0%,нет,32%,-1,
1988,мидии в раковинах купить,40%,да,99%,1,
1989,манты купить,60%,да,81%,1,
1990,дагестанская лавка,0%,нет,30%,-1,
1991,ресторан селфи в москве,30%,нет,22%,-1,
1992,безумно шаурма томск,80%,нет,47%,0,
1993,роллы чебоксары,90%,нет,71%,1,
1994,сет суши хабаровск,80%,нет,57%,0,
1995,жар пицца меню,30%,да,72%,1,
1996,sushi wok заказать,50%,да,46%,0,
1997,мираторг бургерная,40%,да,30%,-1,
1998,токио сити доставка спб заказать,60%,нет,44%,0,
1999,яндекс еда доставка уфа,80%,нет,53%,0,
2000,доминос пицца ярославль,90%,нет,37%,0,
2001,вкусно и точка курск,90%,нет,37%,0,
2002,meat coin,0%,нет,20%,-1,
2003,1 столовая,80%,да,35%,0,
2004,пенза боржоми,90%,нет,51%,0,
2005,суши центр,20%,да,47%,0,
2006,хлеб для тостов,0%,нет,28%,-1,
2007,crispy pizza,0%,нет,15%,-1,
2008,пицца нью йорк,0%,нет,13%,-1,
2009,цена мука,40%,да,99%,1,
2010,ульяновск автосуши,80%,нет,25%,-1,
2011,ижевск вкусно и точка,80%,нет,43%,0,
2012,вкусно и точка пермь,40%,нет,29%,-1,
2013,массимо волгоград,70%,нет,43%,0,
2014,курск бургер кинг,80%,нет,51%,0,
2015,фреш маркет,10%,да,31%,-1,
2016,заказ шаурма,60%,да,71%,1,
2017,оригами суши ульяновск,90%,нет,50%,0,
2018,роллы майбокс воронеж,70%,нет,37%,0,
2019,доставка еды южно сахалинск,100%,да,68%,1,
2020,купить корень хрена,50%,да,100%,1,
2021,доставка пиццы на дом,100%,да,81%,1,
2022,фан суши,20%,да,39%,0,
2023,кулинарная лавка братьев караваевых,0%,нет,25%,-1,
2024,саранск мируки,80%,нет,46%,0,
2025,пицца 30 см,30%,да,93%,1,
2026,купить рис бурый,40%,да,88%,1,
2027,цена куриное филе,0%,нет,99%,1,
2028,папаша клаус,0%,нет,22%,-1,
2029,калуга 8 чашек,70%,нет,37%,0,
2030,суши маркет красноярск,70%,нет,59%,0,
2031,роллы саратов заказать,90%,нет,100%,1,
2032,кафе фаэтон ижевск,70%,нет,32%,-1,
2033,градусники,0%,нет,63%,0,
2034,воронеж барак о мама,50%,нет,30%,-1,
2035,ресторан бульвар,70%,да,44%,0,
2036,izumi,60%,да,31%,-1,
2037,ташир пицца нижний новгород,90%,нет,54%,0,
2038,пермь суши доставка,90%,нет,100%,1,
2039,доставка в москве продуктов,40%,нет,98%,1,
2040,роллы сочи,100%,нет,76%,1,
2041,едак ессентуки,90%,нет,70%,1,
2042,шашлыков екатеринбург,90%,нет,36%,0,
2043,кфс цены,50%,да,99%,1,
2044,розмарин купить,20%,да,100%,1,
2045,творог купить,50%,да,100%,1,
2046,киндзадза воронеж,90%,нет,36%,0,
2047,макси пицца ставрополь,50%,нет,42%,0,
2048,барбарис екатеринбург,70%,нет,51%,0,
2049,суши фреш,40%,да,46%,0,
2050,попкорн купить,40%,да,93%,1,
2051,куксу,0%,нет,14%,-1,
2052,бургер кинг омск,80%,нет,53%,0,
2053,пицца бонтон волгоград,80%,нет,47%,0,
2054,купить наполеон торт,50%,да,92%,1,
2055,сыр мягкий сливочный,0%,нет,61%,0,
2056,ресторан марун,50%,да,30%,-1,
2057,пекарня французская,80%,да,37%,0,
2058,ресторан пробка спб,60%,нет,29%,-1,
2059,баранкин,0%,нет,24%,-1,
2060,доставка еды калуга,100%,нет,71%,1,
2061,киэфси,0%,нет,22%,-1,
2062,шаверма хаус,0%,нет,28%,-1,
2063,кейк мастер,10%,да,41%,0,
2064,вкусно и точка тверь,40%,нет,37%,0,
2065,доставка джонджоли,80%,да,81%,1,
2066,вкусно и точка омск,90%,нет,43%,0,
2067,соляная биржа,0%,нет,19%,-1,
2068,смоленск доставка еды,100%,нет,62%,0,
2069,угли ресторан калининград,80%,нет,25%,-1,
2070,чайхона васильчуки 1,40%,да,30%,-1,
2071,ресторан армения,70%,да,37%,0,
2072,че харчо,0%,нет,11%,-1,
2073,купить доширак,20%,да,93%,1,
2074,kfc меню и цены в спб,50%,нет,96%,1,
2075,шато доставка,0%,нет,60%,0,
2076,лимоны,0%,нет,18%,-1,
2077,обед комплексный,80%,да,73%,1,
2078,ресторан бочка,60%,да,45%,0,
2079,фиш ролл,10%,да,30%,-1,
2080,робин сдобин,0%,нет,15%,-1,
2081,меню вкусно и точка москва,30%,нет,90%,1,
2082,ярославль суши,100%,нет,72%,1,
2083,суши волжский весла,40%,нет,36%,0,
2084,хочу пури красноярск,90%,нет,43%,0,
2085,bbq beer restaurant санкт петербург,50%,нет,23%,-1,
2086,джойс пицца санкт петербург,80%,нет,39%,0,
2087,роллы доставка тюмень,90%,нет,84%,1,
2088,бродвей ресторан екатеринбург,70%,нет,49%,0,
2089,радуга вкуса йошкар ола,90%,нет,41%,0,
2090,грин бир курск,80%,нет,50%,0,
2091,доставка бургеры,50%,да,96%,1,
2092,ресторан фарш,50%,да,29%,-1,
2093,меню много лосося,0%,нет,58%,0,
2094,шеф пицца,0%,нет,40%,0,
2095,кафе суп,50%,да,23%,-1,
2096,тесто фило купить в спб,10%,нет,93%,1,
2097,сбер еда,20%,да,26%,-1,
2098,горыныч геленджик,100%,нет,31%,-1,
2099,доставка еды новороссийск,100%,нет,70%,1,
2100,хочу есть,0%,нет,23%,-1,
2101,шашлык купить маринованный,50%,да,99%,1,
2102,хлебцы ржаные,0%,нет,69%,1,
2103,казань черновар,90%,нет,29%,-1,
2104,пицца шоп,40%,да,73%,1,
2105,суши ям,20%,да,52%,0,
2106,вкусно и,0%,нет,14%,-1,
2107,чико самара,40%,нет,52%,0,
2108,саратов бургер кинг,80%,нет,60%,0,
2109,пицца челябинск,90%,нет,75%,1,
2110,пандок,0%,нет,36%,0,
2111,сан пицца астрахань,80%,нет,53%,0,
2112,soma ресторан,50%,да,46%,0,
2113,люди любят хлеб пекарня спб официальный сайт,50%,нет,30%,-1,
2114,шаверма по питерски уфа,70%,нет,30%,-1,
2115,заказать макдональдс,80%,да,99%,1,
2116,якитория электросталь,80%,нет,36%,0,
2117,фреш ролл,10%,да,22%,-1,
2118,easy sushi,20%,да,26%,-1,
2119,династия суши магнитогорск,70%,нет,42%,0,
2120,клуб доски,20%,да,15%,-1,
2121,главпирог,0%,нет,35%,0,
2122,купить торт мороженое в москве,20%,нет,97%,1,
2123,купить сублимированный цикорий,0%,нет,99%,1,
2124,москва доставка,90%,нет,99%,1,
2125,бургер хаус,50%,да,32%,-1,
2126,семга купить охлажденная,50%,да,99%,1,
2127,кекс ростов на дону,90%,нет,29%,-1,
2128,пицца корнели,40%,да,30%,-1,
2129,калининград борщ и сало,30%,нет,21%,-1,
2130,заказать суши и роллы с доставкой москва,90%,нет,100%,1,
2131,шоколадница доставка,70%,да,76%,1,
2132,имбирь ставрополь,50%,нет,40%,0,
2133,мокано суши,40%,да,48%,0,
2134,югославия гриль,0%,нет,16%,-1,
2135,меню чайхона,40%,да,91%,1,
2136,темпл бар,70%,да,36%,0,
2137,бургер кинг оренбург,80%,нет,51%,0,
2138,экстра соль,20%,да,51%,0,
2139,заказ пиццы с доставкой,90%,да,100%,1,
2140,китайка рязань,80%,нет,37%,0,
2141,владивосток вкусно и точка,20%,нет,38%,0,
2142,белгород пицца,80%,нет,60%,0,
2143,ресторан натахтари,80%,да,30%,-1,
2144,просто вася шаверма,0%,нет,34%,-1,
