#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
3585,краснодар медкнижка,80%,нет,61%,0,
3586,аллерголог красноярск,100%,нет,65%,0,
3587,про докторов набережные челны официальный сайт,0%,нет,7%,-1,
3588,кардиолог набережные челны,0%,нет,54%,0,
3589,нефтекамск поликлиника 1,80%,нет,58%,0,
3590,женская консультация новокузнецк,100%,нет,63%,0,
3591,педиатр новороссийск,100%,нет,58%,0,
3592,пульмонолог в новосибирске,60%,нет,73%,1,
3593,беккер клиник рыбное,0%,нет,17%,-1,
3594,стоматология сочи детская,90%,нет,76%,1,
3595,клиника open mind спб,50%,нет,35%,0,
3596,детский психолог тверь,90%,нет,71%,1,
3597,нейрохирург тюмень,100%,нет,88%,1,
3598,аллерголог уфа,90%,нет,78%,1,
3599,больница 5 владимир,100%,нет,56%,0,
3600,лор вологда,90%,нет,81%,1,
3601,воронеж детская областная больница,60%,нет,35%,0,
3602,адлер гинеколог,0%,нет,23%,-1,
3603,армавир поликлиника 1,100%,нет,63%,0,
3604,белгород детский психолог,90%,нет,50%,0,
3605,иваново ортопед,90%,нет,70%,1,
3606,женская консультация каменск уральский,90%,нет,66%,1,
3607,24 гкб москва,80%,нет,0%,-1,
3608,роддом юдина отзывы,70%,да,0%,-1,
3609,городская поликлиника no 4,50%,да,29%,-1,
3610,марьино стоматология,80%,да,65%,0,
3611,медицинский центр мурманск,100%,нет,77%,1,
3612,стоматолог оренбург,80%,нет,66%,1,
3613,пластический хирург ростов на дону,100%,нет,68%,1,
3614,стоматология химмаш саранск,100%,нет,64%,0,
3615,стоматолог хирург санкт петербург,90%,нет,61%,0,
3616,эксперт таганрог медицинский центр,70%,нет,71%,1,
3617,ортопед тверь,100%,нет,65%,0,
3618,кт легких в воронеже цены,100%,нет,97%,1,
3619,мрт в ярославле адреса и цены,30%,нет,89%,1,
3620,шолохова стоматология аксай,80%,нет,44%,0,
3621,белгород дерматолог взрослый,100%,нет,66%,1,
3622,стоматолог иркутск,90%,нет,50%,0,
3623,психолог семейный краснодар,100%,нет,84%,1,
3624,краснотурьинск стоматология,80%,нет,57%,0,
3625,продокторов ру липецк,70%,нет,35%,0,
3626,больница 70 новогиреево,40%,да,0%,-1,
3627,новопетровская 20 кожный диспансер,80%,да,56%,0,
3628,пенза флеболог,90%,нет,77%,1,
3629,маммолог симферополь,0%,нет,33%,-1,
3630,гинеколог детский спб,80%,нет,70%,1,
3631,таганрог эндокринолог,90%,нет,69%,1,
3632,невролог взрослый тюмень,100%,нет,58%,0,
3633,детский психолог уфа,80%,нет,50%,0,
3634,сосудистый хирург уфа,90%,нет,94%,1,
3635,ревматолог ульяновск,90%,нет,79%,1,
3636,онколог воронеж,100%,нет,88%,1,
3637,череповец детская поликлиника на парковой,80%,нет,0%,-1,
3638,иваново лор,100%,да,99%,1,
3639,кемерово маммолог,90%,нет,65%,0,
3640,спасение наркологическая клиника,50%,да,30%,-1,
3641,центр рентгенорадиологии на калужской,50%,да,51%,0,
3642,пульбере сергей александрович,0%,нет,0%,-1,
3643,трихолог омск,90%,нет,63%,0,
3644,клиника басинского в орле официальный сайт,0%,нет,14%,-1,
3645,пенза гастроэнтеролог взрослый,100%,нет,66%,1,
3646,узи специалист пенза,90%,нет,58%,0,
3647,психиатр рязань,100%,нет,95%,1,
3648,симферополь стоматолог,0%,нет,20%,-1,
3649,терапевт тольятти,100%,нет,57%,0,
3650,трихолог тверь,90%,нет,78%,1,
3651,уфа брекеты,90%,нет,75%,1,
3652,стоматология детская ульяновск на пушкарева,80%,нет,56%,0,
3653,терапевт ульяновск,100%,нет,73%,1,
3654,материнство и детство владивосток,10%,нет,13%,-1,
3655,мануальный терапевт волгоград,100%,нет,74%,1,
3656,рентген воронеж,100%,нет,73%,1,
3657,хирург ярославль,90%,нет,86%,1,
3658,батайск келлер,80%,нет,50%,0,
3659,мрт чита,100%,нет,57%,0,
3660,трихолог иваново,90%,нет,83%,1,
3661,трихолог курск,80%,нет,97%,1,
3662,бабушкинская больница 20,0%,нет,2%,-1,
3663,инвитро врачи,70%,да,51%,0,
3664,продокторов ру набережные,0%,нет,4%,-1,
3665,осанна набережные челны,0%,нет,6%,-1,
3666,37 поликлиника нижний новгород,90%,нет,49%,0,
3667,флеболог в новосибирске,50%,нет,77%,1,
3668,медпрактика объгэс,0%,нет,22%,-1,
3669,1 1 клиника новосибирск на восходе,80%,нет,45%,0,
3670,женская консультация саранск,80%,нет,58%,0,
3671,6 гор больница симферополь,0%,нет,20%,-1,
3672,лор смоленск,90%,нет,77%,1,
3673,тюмень узи,100%,нет,79%,1,
3674,сева стоматология тюмень,70%,нет,52%,0,
3675,лор вологда детский,80%,нет,58%,0,
3676,детский ортопед воронеж,100%,нет,96%,1,
3677,мрт адлер,10%,да,47%,0,
3678,брянская городская больница 1,60%,да,42%,0,
3679,череповец проктолог,80%,нет,93%,1,
3680,продокторов ру казань,70%,нет,42%,0,
3681,детский невролог киров,100%,нет,90%,1,
3682,кострома эндокринолог,90%,нет,65%,0,
3683,липецк психотерапевт,90%,нет,91%,1,
3684,гематолог отзывы,0%,нет,30%,-1,
3685,авиамед на сахарова,60%,да,73%,1,
3686,маммолог новокузнецк,100%,нет,65%,0,
3687,кардиолог в новосибирске,60%,нет,63%,0,
3688,косметолог рязань,100%,нет,86%,1,
3689,продокторов 180,0%,нет,7%,-1,
3690,клиника арктика самара,90%,нет,51%,0,
3691,офтальмолог самара,100%,нет,57%,0,
3692,гинеколог серпухов,90%,нет,76%,1,
3693,эльмаз бейтуллаева,0%,нет,0%,-1,
3694,сочи лор,90%,нет,77%,1,
3695,челюстно лицевой хирург спб,70%,нет,62%,0,
3696,тюмень наномед,80%,нет,42%,0,
